settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,exports_json,imports_json,demographic_breakdown_json,class_density_json
Viperstongue,Tethyr,Darromar,776,115632,115,"{'humans': 483, 'halflings': 292, 'elves': 0, 'misc.': 0}",47,Starvation,['Kleptocracy'],"{'Aristocratic': 0, 'Wealthy': 2, 'Comfortable': 51, 'Modest': 132, 'Poor': 261, 'Squalid': 226, 'Wretched': 13}",0,"[""['ambergris'"", ""'carpets'"", ""'cheese'"", ""'cloth'"", ""'fish'"", ""'fruit'"", ""'livestock'"", ""'nuts'"", ""'pearls'"", ""'pipeweed'"", ""'rugs'"", ""'silk'"", ""'tea'"", ""'vegetables'"", ""'wine'"", ""'whale oil']""]","[""['magic items'"", ""'mercenaries'"", ""'spices'"", ""'weapons']""]",Queen Zaranda Star Rhindaun and King-Consort Haedrak Rhindaun III,"The Royal Army of Tethyr, the Royal Navy of Tethyr, various mercenary companies",None,"['Common', 'Chondathan', 'Alzhedo']","['Chauntea', 'Eldath', 'Helm', 'Ilmater', 'the Seldarine (in the Forest of Tethir)', 'Siamorphe', 'Silvanus', 'Torm', 'Tyr']",3717965,235431,425497,69,33,78,1,"Empires of the Sands (1988), Lands of Intrigue (1997)","[""['ambergris'"", ""'carpets'"", ""'cheese'"", ""'cloth'"", ""'fish'"", ""'fruit'"", ""'livestock'"", ""'nuts'"", ""'pearls'"", ""'pipeweed'"", ""'rugs'"", ""'silk'"", ""'tea'"", ""'vegetables'"", ""'wine'"", ""'whale oil']""]","[""['magic items'"", ""'mercenaries'"", ""'spices'"", ""'weapons']""]","{""humans"": 483.0, ""halflings"": 292.0, ""elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 2.0, ""Comfortable"": 51.0, ""Modest"": 132.0, ""Poor"": 261.0, ""Squalid"": 226.0, ""Wretched"": 13.0}"
Zazesspur,Tethyr,Darromar,114508,29910326,839486,"{'humans': 114049, 'halflings': 343, 'elves': 114, 'misc.': 0}",37,Disease,['Confederacy'],"{'Aristocratic': 676, 'Wealthy': 2345, 'Comfortable': 15782, 'Modest': 22501, 'Poor': 36095, 'Squalid': 45221, 'Wretched': 11390}",2,"[""['ambergris'"", ""'carpets'"", ""'cheese'"", ""'cloth'"", ""'fish'"", ""'fruit'"", ""'livestock'"", ""'nuts'"", ""'pearls'"", ""'pipeweed'"", ""'rugs'"", ""'silk'"", ""'tea'"", ""'vegetables'"", ""'wine'"", ""'whale oil']""]","[""['magic items'"", ""'mercenaries'"", ""'spices'"", ""'weapons']""]",Queen Zaranda Star Rhindaun and King-Consort Haedrak Rhindaun III,"The Royal Army of Tethyr, the Royal Navy of Tethyr, various mercenary companies",Canaith,"['Common', 'Chondathan', 'Alzhedo']","['Chauntea', 'Eldath', 'Helm', 'Ilmater', 'the Seldarine (in the Forest of Tethir)', 'Siamorphe', 'Silvanus', 'Torm', 'Tyr']",3717965,235431,425497,57.8,49.1,85,1,"Empires of the Sands (1988), Lands of Intrigue (1997)","[""['ambergris'"", ""'carpets'"", ""'cheese'"", ""'cloth'"", ""'fish'"", ""'fruit'"", ""'livestock'"", ""'nuts'"", ""'pearls'"", ""'pipeweed'"", ""'rugs'"", ""'silk'"", ""'tea'"", ""'vegetables'"", ""'wine'"", ""'whale oil']""]","[""['magic items'"", ""'mercenaries'"", ""'spices'"", ""'weapons']""]","{""humans"": 114049.0, ""halflings"": 343.0, ""elves"": 114.0, ""misc."": 0.0}","{""Aristocratic"": 676.0, ""Wealthy"": 2345.0, ""Comfortable"": 15782.0, ""Modest"": 22501.0, ""Poor"": 36095.0, ""Squalid"": 45221.0, ""Wretched"": 11390.0}"
Eltabbar,Thay,Eltabbar,11695,2232048,3947,"{'humans': 3555, 'gnolls': 5332, 'orcs': 2502, 'dwarves': 81, 'goblins': 0, 'halflings': 233, 'misc.': 0}",41,Disease,['Democracy'],"{'Aristocratic': 48, 'Wealthy': 225, 'Comfortable': 1089, 'Modest': 1522, 'Poor': 3869, 'Squalid': 2614, 'Wretched': 648}",16,"[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]",The Council of Zulkirs,"The Gnoll Legion, the Griffon Legion, the Undead Legion, hundreds of Red Wizards skilled at battle magic, various allied orc tribes, some mercenary forces",None,"['Common', 'Dwarven', 'Goblinoid', 'Gnoll', 'Halfling', 'Mulhorandi', 'Orcish', 'Thayan']","['Bane', 'Cyric', 'Gargauth', 'Kelemvor', 'Kossuth', 'Loviatar', 'Malar', 'Shar', 'Talona', 'Umberlee', 'the Mulhorandi pantheon (among the Mulan and slaves)']",4814533,24284,351777,99.1,1.2,59,0,"Dreams of the Red Wizards (Steve Perrin, 1988), Spellbound (Anthony Pryor, 1995), Unapproachable East (Richard Baker, Matt Forbeck, Sean K. Reynolds, 2003)","[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]","{""humans"": 3555.0, ""gnolls"": 5332.0, ""orcs"": 2502.0, ""dwarves"": 81.0, ""goblins"": 0.0, ""halflings"": 233.0, ""misc."": 0.0}","{""Aristocratic"": 48.0, ""Wealthy"": 225.0, ""Comfortable"": 1089.0, ""Modest"": 1522.0, ""Poor"": 3869.0, ""Squalid"": 2614.0, ""Wretched"": 648.0}"
Amruthar,Thay,Eltabbar,39846,8780549,25455,"{'humans': 1075, 'gnolls': 0, 'orcs': 239, 'dwarves': 0, 'goblins': 38212, 'halflings': 318, 'misc.': 0}",45,Poison,['Patriarchy'],"{'Aristocratic': 111, 'Wealthy': 979, 'Comfortable': 4283, 'Modest': 6710, 'Poor': 11964, 'Squalid': 13615, 'Wretched': 2450}",1,"[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]",The Council of Zulkirs,"The Gnoll Legion, the Griffon Legion, the Undead Legion, hundreds of Red Wizards skilled at battle magic, various allied orc tribes, some mercenary forces",Academy of Shapers and Binders,"['Common', 'Dwarven', 'Goblinoid', 'Gnoll', 'Halfling', 'Mulhorandi', 'Orcish', 'Thayan']","['Bane', 'Cyric', 'Gargauth', 'Kelemvor', 'Kossuth', 'Loviatar', 'Malar', 'Shar', 'Talona', 'Umberlee', 'the Mulhorandi pantheon (among the Mulan and slaves)']",4814533,24284,351777,89.7,8.7,73,0,"Dreams of the Red Wizards (Steve Perrin, 1988), Spellbound (Anthony Pryor, 1995), Unapproachable East (Richard Baker, Matt Forbeck, Sean K. Reynolds, 2003)","[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]","{""humans"": 1075.0, ""gnolls"": 0.0, ""orcs"": 239.0, ""dwarves"": 0.0, ""goblins"": 38212.0, ""halflings"": 318.0, ""misc."": 0.0}","{""Aristocratic"": 111.0, ""Wealthy"": 979.0, ""Comfortable"": 4283.0, ""Modest"": 6710.0, ""Poor"": 11964.0, ""Squalid"": 13615.0, ""Wretched"": 2450.0}"
Anhaurz,Thay,Eltabbar,21961,4832235,8641,"{'humans': 20906, 'gnolls': 0, 'orcs': 0, 'dwarves': 0, 'goblins': 1032, 'halflings': 0, 'misc.': 0}",44,Old age,['Bureaucracy'],"{'Aristocratic': 45, 'Wealthy': 292, 'Comfortable': 2774, 'Modest': 3725, 'Poor': 7532, 'Squalid': 8416, 'Wretched': 1556}",11,"[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]",The Council of Zulkirs,"The Gnoll Legion, the Griffon Legion, the Undead Legion, hundreds of Red Wizards skilled at battle magic, various allied orc tribes, some mercenary forces",guilds,"['Common', 'Dwarven', 'Goblinoid', 'Gnoll', 'Halfling', 'Mulhorandi', 'Orcish', 'Thayan']","['Bane', 'Cyric', 'Gargauth', 'Kelemvor', 'Kossuth', 'Loviatar', 'Malar', 'Shar', 'Talona', 'Umberlee', 'the Mulhorandi pantheon (among the Mulan and slaves)']",4814533,24284,351777,85,5.4,94,0,"Dreams of the Red Wizards (Steve Perrin, 1988), Spellbound (Anthony Pryor, 1995), Unapproachable East (Richard Baker, Matt Forbeck, Sean K. Reynolds, 2003)","[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]","{""humans"": 20906.0, ""gnolls"": 0.0, ""orcs"": 0.0, ""dwarves"": 0.0, ""goblins"": 1032.0, ""halflings"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 45.0, ""Wealthy"": 292.0, ""Comfortable"": 2774.0, ""Modest"": 3725.0, ""Poor"": 7532.0, ""Squalid"": 8416.0, ""Wretched"": 1556.0}"
Ankhur,Thay,Eltabbar,2312,427853,429,"{'humans': 1868, 'gnolls': 0, 'orcs': 386, 'dwarves': 0, 'goblins': 0, 'halflings': 57, 'misc.': 0}",40,Work-related accidents,['Matriarchy'],"{'Aristocratic': 0, 'Wealthy': 29, 'Comfortable': 172, 'Modest': 515, 'Poor': 710, 'Squalid': 552, 'Wretched': 114}",0,"[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]",The Council of Zulkirs,"The Gnoll Legion, the Griffon Legion, the Undead Legion, hundreds of Red Wizards skilled at battle magic, various allied orc tribes, some mercenary forces",None,"['Common', 'Dwarven', 'Goblinoid', 'Gnoll', 'Halfling', 'Mulhorandi', 'Orcish', 'Thayan']","['Bane', 'Cyric', 'Gargauth', 'Kelemvor', 'Kossuth', 'Loviatar', 'Malar', 'Shar', 'Talona', 'Umberlee', 'the Mulhorandi pantheon (among the Mulan and slaves)']",4814533,24284,351777,93.8,5.6,88,0,"Dreams of the Red Wizards (Steve Perrin, 1988), Spellbound (Anthony Pryor, 1995), Unapproachable East (Richard Baker, Matt Forbeck, Sean K. Reynolds, 2003)","[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]","{""humans"": 1868.0, ""gnolls"": 0.0, ""orcs"": 386.0, ""dwarves"": 0.0, ""goblins"": 0.0, ""halflings"": 57.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 29.0, ""Comfortable"": 172.0, ""Modest"": 515.0, ""Poor"": 710.0, ""Squalid"": 552.0, ""Wretched"": 114.0}"
Belizir,Thay,Eltabbar,7144,1203003,1230,"{'humans': 528, 'gnolls': 2343, 'orcs': 0, 'dwarves': 21, 'goblins': 4243, 'halflings': 0, 'misc.': 0}",47,Magic mishaps,['Bureaucracy'],"{'Aristocratic': 1, 'Wealthy': 130, 'Comfortable': 456, 'Modest': 1209, 'Poor': 2365, 'Squalid': 1719, 'Wretched': 430}",19,"[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]",The Council of Zulkirs,"The Gnoll Legion, the Griffon Legion, the Undead Legion, hundreds of Red Wizards skilled at battle magic, various allied orc tribes, some mercenary forces",None,"['Common', 'Dwarven', 'Goblinoid', 'Gnoll', 'Halfling', 'Mulhorandi', 'Orcish', 'Thayan']","['Bane', 'Cyric', 'Gargauth', 'Kelemvor', 'Kossuth', 'Loviatar', 'Malar', 'Shar', 'Talona', 'Umberlee', 'the Mulhorandi pantheon (among the Mulan and slaves)']",4814533,24284,351777,93.2,8.5,61,0,"Dreams of the Red Wizards (Steve Perrin, 1988), Spellbound (Anthony Pryor, 1995), Unapproachable East (Richard Baker, Matt Forbeck, Sean K. Reynolds, 2003)","[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]","{""humans"": 528.0, ""gnolls"": 2343.0, ""orcs"": 0.0, ""dwarves"": 21.0, ""goblins"": 4243.0, ""halflings"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 1.0, ""Wealthy"": 130.0, ""Comfortable"": 456.0, ""Modest"": 1209.0, ""Poor"": 2365.0, ""Squalid"": 1719.0, ""Wretched"": 430.0}"
Bezantur,Thay,Eltabbar,13137,2362207,3157,"{'humans': 420, 'gnolls': 13, 'orcs': 0, 'dwarves': 7422, 'goblins': 5294, 'halflings': 0, 'misc.': 0}",111,Old age,['Democracy'],"{'Aristocratic': 18, 'Wealthy': 231, 'Comfortable': 965, 'Modest': 2105, 'Poor': 4490, 'Squalid': 4348, 'Wretched': 1131}",12,"[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]",The Council of Zulkirs,"The Gnoll Legion, the Griffon Legion, the Undead Legion, hundreds of Red Wizards skilled at battle magic, various allied orc tribes, some mercenary forces",None,"['Common', 'Dwarven', 'Goblinoid', 'Gnoll', 'Halfling', 'Mulhorandi', 'Orcish', 'Thayan']","['Bane', 'Cyric', 'Gargauth', 'Kelemvor', 'Kossuth', 'Loviatar', 'Malar', 'Shar', 'Talona', 'Umberlee', 'the Mulhorandi pantheon (among the Mulan and slaves)']",4814533,24284,351777,91.2,0.2,66,0,"Dreams of the Red Wizards (Steve Perrin, 1988), Spellbound (Anthony Pryor, 1995), Unapproachable East (Richard Baker, Matt Forbeck, Sean K. Reynolds, 2003)","[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]","{""humans"": 420.0, ""gnolls"": 13.0, ""orcs"": 0.0, ""dwarves"": 7422.0, ""goblins"": 5294.0, ""halflings"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 18.0, ""Wealthy"": 231.0, ""Comfortable"": 965.0, ""Modest"": 2105.0, ""Poor"": 4490.0, ""Squalid"": 4348.0, ""Wretched"": 1131.0}"
Delabbar,Thay,Eltabbar,22887,4257214,10351,"{'humans': 9452, 'gnolls': 411, 'orcs': 915, 'dwarves': 823, 'goblins': 11283, 'halflings': 0, 'misc.': 0}",49,Starvation,['Hierarchy'],"{'Aristocratic': 90, 'Wealthy': 305, 'Comfortable': 1652, 'Modest': 4133, 'Poor': 7977, 'Squalid': 5112, 'Wretched': 2046}",3,"[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]",The Council of Zulkirs,"The Gnoll Legion, the Griffon Legion, the Undead Legion, hundreds of Red Wizards skilled at battle magic, various allied orc tribes, some mercenary forces",guilds,"['Common', 'Dwarven', 'Goblinoid', 'Gnoll', 'Halfling', 'Mulhorandi', 'Orcish', 'Thayan']","['Bane', 'Cyric', 'Gargauth', 'Kelemvor', 'Kossuth', 'Loviatar', 'Malar', 'Shar', 'Talona', 'Umberlee', 'the Mulhorandi pantheon (among the Mulan and slaves)']",4814533,24284,351777,82.2,9.6,75,0,"Dreams of the Red Wizards (Steve Perrin, 1988), Spellbound (Anthony Pryor, 1995), Unapproachable East (Richard Baker, Matt Forbeck, Sean K. Reynolds, 2003)","[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]","{""humans"": 9452.0, ""gnolls"": 411.0, ""orcs"": 915.0, ""dwarves"": 823.0, ""goblins"": 11283.0, ""halflings"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 90.0, ""Wealthy"": 305.0, ""Comfortable"": 1652.0, ""Modest"": 4133.0, ""Poor"": 7977.0, ""Squalid"": 5112.0, ""Wretched"": 2046.0}"
Denzar,Thay,Eltabbar,3414,585423,588,"{'humans': 3062, 'gnolls': 0, 'orcs': 68, 'dwarves': 0, 'goblins': 0, 'halflings': 283, 'misc.': 0}",46,Magic mishaps,['Confederacy'],"{'Aristocratic': 0, 'Wealthy': 36, 'Comfortable': 235, 'Modest': 696, 'Poor': 1082, 'Squalid': 775, 'Wretched': 158}",0,"[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]",The Council of Zulkirs,"The Gnoll Legion, the Griffon Legion, the Undead Legion, hundreds of Red Wizards skilled at battle magic, various allied orc tribes, some mercenary forces",None,"['Common', 'Dwarven', 'Goblinoid', 'Gnoll', 'Halfling', 'Mulhorandi', 'Orcish', 'Thayan']","['Bane', 'Cyric', 'Gargauth', 'Kelemvor', 'Kossuth', 'Loviatar', 'Malar', 'Shar', 'Talona', 'Umberlee', 'the Mulhorandi pantheon (among the Mulan and slaves)']",4814533,24284,351777,95.3,6.9,54,0,"Dreams of the Red Wizards (Steve Perrin, 1988), Spellbound (Anthony Pryor, 1995), Unapproachable East (Richard Baker, Matt Forbeck, Sean K. Reynolds, 2003)","[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]","{""humans"": 3062.0, ""gnolls"": 0.0, ""orcs"": 68.0, ""dwarves"": 0.0, ""goblins"": 0.0, ""halflings"": 283.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 36.0, ""Comfortable"": 235.0, ""Modest"": 696.0, ""Poor"": 1082.0, ""Squalid"": 775.0, ""Wretched"": 158.0}"
Escalant,Thay,Eltabbar,28651,4855996,6449,"{'humans': 28593, 'gnolls': 0, 'orcs': 0, 'dwarves': 0, 'goblins': 0, 'halflings': 28, 'misc.': 0}",43,Assassination,['Republic'],"{'Aristocratic': 12, 'Wealthy': 351, 'Comfortable': 2699, 'Modest': 3328, 'Poor': 9621, 'Squalid': 11299, 'Wretched': 2058}",6,"[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]",The Council of Zulkirs,"The Gnoll Legion, the Griffon Legion, the Undead Legion, hundreds of Red Wizards skilled at battle magic, various allied orc tribes, some mercenary forces",guilds,"['Common', 'Dwarven', 'Goblinoid', 'Gnoll', 'Halfling', 'Mulhorandi', 'Orcish', 'Thayan']","['Bane', 'Cyric', 'Gargauth', 'Kelemvor', 'Kossuth', 'Loviatar', 'Malar', 'Shar', 'Talona', 'Umberlee', 'the Mulhorandi pantheon (among the Mulan and slaves)']",4814533,24284,351777,92.7,5.9,73,0,"Dreams of the Red Wizards (Steve Perrin, 1988), Spellbound (Anthony Pryor, 1995), Unapproachable East (Richard Baker, Matt Forbeck, Sean K. Reynolds, 2003)","[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]","{""humans"": 28593.0, ""gnolls"": 0.0, ""orcs"": 0.0, ""dwarves"": 0.0, ""goblins"": 0.0, ""halflings"": 28.0, ""misc."": 0.0}","{""Aristocratic"": 12.0, ""Wealthy"": 351.0, ""Comfortable"": 2699.0, ""Modest"": 3328.0, ""Poor"": 9621.0, ""Squalid"": 11299.0, ""Wretched"": 2058.0}"
Ezreket,Thay,Eltabbar,8934,1782185,1868,"{'humans': 5306, 'gnolls': 3609, 'orcs': 0, 'dwarves': 0, 'goblins': 8, 'halflings': 0, 'misc.': 0}",44,Exposure to the elements,['Matriarchy'],"{'Aristocratic': 4, 'Wealthy': 155, 'Comfortable': 688, 'Modest': 2071, 'Poor': 2816, 'Squalid': 2125, 'Wretched': 480}",12,"[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]",The Council of Zulkirs,"The Gnoll Legion, the Griffon Legion, the Undead Legion, hundreds of Red Wizards skilled at battle magic, various allied orc tribes, some mercenary forces",None,"['Common', 'Dwarven', 'Goblinoid', 'Gnoll', 'Halfling', 'Mulhorandi', 'Orcish', 'Thayan']","['Bane', 'Cyric', 'Gargauth', 'Kelemvor', 'Kossuth', 'Loviatar', 'Malar', 'Shar', 'Talona', 'Umberlee', 'the Mulhorandi pantheon (among the Mulan and slaves)']",4814533,24284,351777,82.3,5.3,51,0,"Dreams of the Red Wizards (Steve Perrin, 1988), Spellbound (Anthony Pryor, 1995), Unapproachable East (Richard Baker, Matt Forbeck, Sean K. Reynolds, 2003)","[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]","{""humans"": 5306.0, ""gnolls"": 3609.0, ""orcs"": 0.0, ""dwarves"": 0.0, ""goblins"": 8.0, ""halflings"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 4.0, ""Wealthy"": 155.0, ""Comfortable"": 688.0, ""Modest"": 2071.0, ""Poor"": 2816.0, ""Squalid"": 2125.0, ""Wretched"": 480.0}"
Hurkh,Thay,Eltabbar,224,30915,30,"{'humans': 221, 'gnolls': 0, 'orcs': 0, 'dwarves': 2, 'goblins': 0, 'halflings': 0, 'misc.': 0}",45,Bandit attacks,['Kleptocracy'],"{'Aristocratic': 0, 'Wealthy': 1, 'Comfortable': 10, 'Modest': 43, 'Poor': 67, 'Squalid': 43, 'Wretched': 2}",0,"[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]",The Council of Zulkirs,"The Gnoll Legion, the Griffon Legion, the Undead Legion, hundreds of Red Wizards skilled at battle magic, various allied orc tribes, some mercenary forces",None,"['Common', 'Dwarven', 'Goblinoid', 'Gnoll', 'Halfling', 'Mulhorandi', 'Orcish', 'Thayan']","['Bane', 'Cyric', 'Gargauth', 'Kelemvor', 'Kossuth', 'Loviatar', 'Malar', 'Shar', 'Talona', 'Umberlee', 'the Mulhorandi pantheon (among the Mulan and slaves)']",4814533,24284,351777,87.5,8.8,66,0,"Dreams of the Red Wizards (Steve Perrin, 1988), Spellbound (Anthony Pryor, 1995), Unapproachable East (Richard Baker, Matt Forbeck, Sean K. Reynolds, 2003)","[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]","{""humans"": 221.0, ""gnolls"": 0.0, ""orcs"": 0.0, ""dwarves"": 2.0, ""goblins"": 0.0, ""halflings"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 1.0, ""Comfortable"": 10.0, ""Modest"": 43.0, ""Poor"": 67.0, ""Squalid"": 43.0, ""Wretched"": 2.0}"
Keluthar,Thay,Eltabbar,379,47523,47,"{'humans': 102, 'gnolls': 2, 'orcs': 0, 'dwarves': 219, 'goblins': 0, 'halflings': 0, 'misc.': 54}",115,Bandit attacks,['Republic'],"{'Aristocratic': 0, 'Wealthy': 1, 'Comfortable': 21, 'Modest': 49, 'Poor': 128, 'Squalid': 96, 'Wretched': 5}",0,"[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]",The Council of Zulkirs,"The Gnoll Legion, the Griffon Legion, the Undead Legion, hundreds of Red Wizards skilled at battle magic, various allied orc tribes, some mercenary forces",None,"['Common', 'Dwarven', 'Goblinoid', 'Gnoll', 'Halfling', 'Mulhorandi', 'Orcish', 'Thayan']","['Bane', 'Cyric', 'Gargauth', 'Kelemvor', 'Kossuth', 'Loviatar', 'Malar', 'Shar', 'Talona', 'Umberlee', 'the Mulhorandi pantheon (among the Mulan and slaves)']",4814533,24284,351777,67.8,4.2,65,0,"Dreams of the Red Wizards (Steve Perrin, 1988), Spellbound (Anthony Pryor, 1995), Unapproachable East (Richard Baker, Matt Forbeck, Sean K. Reynolds, 2003)","[""['artwork'"", ""'fruit'"", ""'grains'"", ""'jewellery'"", ""'magic items'"", ""'scriptures'"", ""'timber']""]","[""['iron'"", ""'magic items'"", ""'monsters'"", ""'slaves'"", ""'spells']""]","{""humans"": 102.0, ""gnolls"": 2.0, ""orcs"": 0.0, ""dwarves"": 219.0, ""goblins"": 0.0, ""halflings"": 0.0, ""misc."": 54.0}","{""Aristocratic"": 0.0, ""Wealthy"": 1.0, ""Comfortable"": 21.0, ""Modest"": 49.0, ""Poor"": 128.0, ""Squalid"": 96.0, ""Wretched"": 5.0}"
